TransactionID,CustomerID,ProductID,Quantity,UnitPrice,Discount,Region,PaymentMethod,InvoiceDate
10077,1955,306,7,363.48,0.02,Port Harcourt,Card,2024-06-07
10078,1454,346,9,454.48,0.18,,POS,2023-02-18
10079,1427,336,2,121.67,0.28,Kano,POS,2023-09-11
10080,1508,354,6,454.59,0.26,Lagos,Cash,2024-01-15
10081,1775,361,9,158.19,0.02,Port Harcourt,,2023-09-06
10082,1942,371,2,488.32,0.3,Abuja,,2023-03-13
10083,1034,395,2,144.22,0.21,,Cash,2024-03-22
10084,1205,299,5,476.95,0.05,Kano,Transfer,2024-05-20
10085,1080,281,8,31.5,0.0,Port Harcourt,POS,2024-12-09
10086,1931,342,9,356.09,0.05,Kano,Card,2023-09-10
10087,1561,250,2,268.4,0.25,,,2023-10-26
10088,1871,340,5,241.55,0.01,Abuja,Transfer,2023-03-01
10089,1387,282,7,115.63,0.07,Port Harcourt,POS,2023-12-23
10090,1001,376,6,354.27,0.23,Port Harcourt,Transfer,2023-06-06
10091,1389,397,6,99.45,0.18,Kano,POS,2023-12-08
10092,1565,311,7,278.66,0.23,,POS,2023-07-21
10093,1105,255,3,130.36,0.22,Lagos,Cash,2023-02-04
10094,1771,378,3,478.03,0.02,Port Harcourt,Cash,2024-06-18
10095,1821,364,9,19.17,0.27,Abuja,Card,2024-03-31
10096,1476,344,8,103.87,0.07,Port Harcourt,Card,2023-06-14
10097,1702,385,5,124.94,0.17,Port Harcourt,Transfer,2023-01-28
10098,1401,356,6,209.96,0.19,Lagos,Cash,2024-01-07
10099,1729,360,1,120.2,0.05,Lagos,POS,2023-11-10
10100,1555,259,1,248.22,0.29,,Cash,2024-07-18
10101,1161,319,4,436.87,0.15,Port Harcourt,POS,2023-10-11
10102,1201,382,2,357.47,0.02,Port Harcourt,Cash,2023-10-25
10103,1957,337,7,292.08,0.28,Kano,POS,2024-04-19
10104,1995,374,2,49.06,0.18,Kano,Transfer,2024-08-19
10105,1269,222,2,348.53,0.21,Abuja,Cash,2023-12-15
10106,1862,348,5,87.38,0.16,Abuja,,2024-09-27
10107,1815,212,4,394.25,0.25,Kano,,2024-03-20
10108,1270,300,8,128.78,0.01,Abuja,POS,2023-07-26
10109,1455,360,4,211.44,0.08,Port Harcourt,Transfer,2024-02-21
10110,1461,223,6,178.48,0.14,Lagos,POS,2024-03-14
10111,1726,307,5,430.11,0.02,Port Harcourt,Transfer,2023-06-14
10112,1251,210,2,67.64,0.21,Kano,Card,2024-07-12
10113,1701,216,8,284.99,0.12,,Cash,2024-02-24
10114,1295,395,2,75.32,0.08,,Transfer,2024-01-06
10115,1724,374,9,353.87,0.0,Kano,POS,2024-10-29
10116,1719,224,9,453.01,0.22,Port Harcourt,Card,2023-09-23
10117,1748,293,3,220.13,0.25,Abuja,POS,2023-10-06
10118,1337,220,4,246.61,0.12,Abuja,,2024-04-26
10119,1878,283,8,464.07,0.17,,,2024-05-31
10120,1052,339,9,262.89,0.07,Kano,Cash,2023-03-23
10121,1791,236,3,246.36,0.19,Kano,Cash,2023-04-29
10122,1921,241,5,291.27,0.0,Lagos,Card,2024-09-28
10123,1216,344,8,346.17,0.15,,,2023-10-30
10124,1763,300,3,57.91,0.19,Kano,Transfer,2023-08-03
10125,1187,247,7,411.45,0.28,Lagos,,2023-01-28
10126,1379,302,8,220.57,0.11,Abuja,Cash,2024-05-12
10127,1492,227,3,40.81,0.23,,POS,2024-06-20
10128,1040,240,2,394.16,0.18,,Card,2024-06-02
10129,1156,298,7,191.59,0.28,Kano,,2023-07-13
10130,1014,246,9,54.68,0.12,Kano,Transfer,2024-08-14
10131,1812,345,1,318.72,0.1,Port Harcourt,Transfer,2024-03-17
10132,1064,304,3,440.67,0.27,Abuja,Transfer,2023-02-05
10133,1856,323,5,444.44,0.01,Abuja,Card,2023-09-15
10134,1838,398,3,,0.04,Lagos,Transfer,2023-04-23
10135,1520,212,1,434.51,0.02,Lagos,Transfer,2023-10-21
10136,1343,340,7,6.06,0.25,Port Harcourt,,2024-12-14
10137,1128,299,7,193.22,0.0,Abuja,Card,2023-01-14
10138,1647,230,8,410.18,0.26,Lagos,POS,2024-10-28
10139,1471,329,5,186.3,0.14,Abuja,POS,2024-08-19
10140,1062,215,5,302.77,0.0,Abuja,Transfer,2023-05-20
10141,1138,336,5,305.13,0.12,Lagos,Cash,2024-01-06
10142,1498,272,1,185.69,0.06,Kano,Card,2024-03-02
10143,1592,365,5,452.71,0.19,Kano,Cash,2023-04-07
10144,1391,253,6,254.1,0.2,Lagos,Card,2024-11-27
10145,1674,383,1,235.07,0.15,Port Harcourt,Card,2024-05-02
10146,1418,299,7,498.77,0.01,,,2023-12-08
10147,1288,308,1,249.28,0.2,Abuja,Transfer,2024-05-06
10148,1378,286,2,93.31,0.25,,,2024-05-14
10149,1772,372,2,258.97,0.22,Lagos,Cash,2024-03-07
10150,1489,361,5,407.94,0.25,Abuja,Cash,2023-07-08
10151,1230,336,7,389.55,0.06,,POS,2023-03-23
10152,1040,207,1,395.35,0.27,Kano,,2023-06-29
10153,1027,206,1,355.47,0.1,Port Harcourt,,2024-02-19
10154,1134,235,1,,0.0,,,2023-04-15
10155,1200,217,6,431.73,0.25,Port Harcourt,POS,2024-01-16
10156,1839,202,2,447.25,0.28,Kano,,2024-12-22
10157,1779,227,1,101.11,0.2,,,2023-11-25
10158,1929,269,6,69.58,0.07,Lagos,,2023-09-06
10159,1032,371,2,487.92,0.08,Abuja,,2023-03-13
10160,1047,348,6,434.82,0.14,Kano,Cash,2024-11-03
10161,1502,227,8,447.15,0.27,Port Harcourt,Transfer,2023-05-13
10162,1406,253,2,443.76,0.04,Port Harcourt,Cash,2023-08-28
10163,1573,381,9,273.13,0.25,Kano,,2023-03-19
10164,1727,264,8,324.97,0.09,Lagos,Card,2024-07-23
10165,1804,299,1,274.95,0.24,Lagos,Card,2024-04-05
10166,1098,220,7,30.35,0.28,Port Harcourt,POS,2023-05-05
10167,1683,212,6,374.02,0.13,Kano,Cash,2023-01-11
10168,1871,256,6,255.14,0.11,Kano,POS,2024-04-12
10169,1725,248,6,325.62,0.24,Abuja,POS,2024-02-11
10170,1986,317,6,253.81,0.16,Port Harcourt,Card,2023-01-27
10171,1546,253,7,248.45,0.21,Lagos,Cash,2023-07-26
10172,1960,337,3,90.04,0.19,,Transfer,2023-08-10
10173,1738,252,6,142.96,0.05,Lagos,Cash,2023-11-08
10174,1612,243,3,83.63,0.25,Lagos,POS,2024-01-17
10175,1942,246,7,101.85,0.06,,,2023-11-11
10176,1461,252,7,486.62,0.28,Port Harcourt,POS,2023-07-27
10177,1642,273,8,80.79,0.08,Abuja,Cash,2024-09-12
10178,1768,245,2,138.29,0.22,Lagos,Card,2023-10-23
10179,1004,212,9,297.34,0.09,Lagos,Cash,2024-02-06
10180,1217,364,5,307.04,0.1,Port Harcourt,Transfer,2024-03-10
10181,1502,301,9,81.22,0.09,Port Harcourt,,2024-07-26
10182,1766,223,5,397.89,0.22,Kano,,2023-05-02
10183,1397,201,7,393.68,0.17,Port Harcourt,POS,2023-04-16
10184,1870,280,9,122.47,0.26,Port Harcourt,Cash,2023-02-05
10185,1794,299,4,147.89,0.09,Lagos,Card,2024-07-03
10186,1392,341,2,469.3,0.21,Abuja,Transfer,2023-03-13
10187,1206,337,9,413.71,0.23,Lagos,POS,2024-07-21
10188,1014,362,2,350.41,0.05,Port Harcourt,Cash,2023-06-16
10189,1857,352,3,45.71,0.12,Kano,Card,2023-08-09
10190,1553,330,2,212.04,0.14,Abuja,Cash,2023-03-17
10191,1891,310,3,281.85,0.11,Kano,Card,2024-12-22
10192,1460,301,6,97.77,0.1,,Cash,2023-07-30
10193,1690,216,3,226.87,0.21,Kano,Cash,2023-08-16
10194,1574,211,8,302.51,0.06,Kano,POS,2024-03-28
10195,1863,381,6,167.05,0.21,Port Harcourt,Cash,2024-05-01
10196,1742,315,7,391.57,0.28,Port Harcourt,Cash,2024-10-29
10197,1240,223,1,,0.17,Port Harcourt,POS,2024-04-18
10198,1563,228,3,165.19,0.18,Port Harcourt,POS,2024-10-22
10199,1095,370,3,420.14,0.02,Port Harcourt,,2024-05-04
10200,1899,352,2,56.27,0.26,Kano,,2024-01-11
10201,1733,321,7,419.68,0.09,,POS,2023-08-19
10202,1484,387,9,80.61,0.18,Port Harcourt,Transfer,2024-12-02
10203,1406,289,4,46.05,0.29,,Card,2023-08-13
10204,1230,264,5,322.68,0.18,,POS,2024-04-19
10205,1748,283,3,238.61,0.22,Lagos,,2024-07-30
10206,1654,318,9,,0.13,Lagos,Cash,2024-09-11
10207,1170,355,4,184.78,0.02,Abuja,POS,2023-03-21
10208,1540,215,5,147.14,0.24,Lagos,POS,2024-10-06
10209,1035,374,1,252.86,0.01,Port Harcourt,,2024-11-16
10210,1524,303,2,,0.21,,,2024-07-29
10211,1159,291,9,175.49,0.01,Abuja,Transfer,2023-07-29
10212,1838,385,2,348.4,0.26,Lagos,,2023-10-24
10213,1698,226,5,380.98,0.05,Kano,,2024-09-01
10214,1242,380,8,427.23,0.15,Abuja,,2023-06-21
10215,1085,369,3,486.56,0.18,Port Harcourt,Cash,2023-03-30
10216,1795,386,6,136.99,0.14,,POS,2023-08-14
10217,1577,374,4,359.47,0.1,Port Harcourt,POS,2023-05-23
10218,1681,361,7,200.16,0.14,Port Harcourt,,2024-12-08
10219,1556,364,3,340.16,0.09,Kano,Transfer,2024-11-21
10220,1573,333,6,240.61,0.13,Kano,,2023-02-23
10221,1952,334,9,496.92,0.11,,Transfer,2023-07-15
10222,1645,352,1,365.81,0.17,Lagos,POS,2024-12-29
10223,1795,232,3,476.48,0.07,Port Harcourt,Transfer,2024-05-03
10224,1027,254,2,418.31,0.3,Lagos,Transfer,2023-10-25
10225,1619,385,8,451.94,0.15,,Card,2024-03-05
10226,1555,206,7,408.14,0.06,Port Harcourt,Transfer,2024-06-20
10227,1339,256,2,232.28,0.14,Lagos,Transfer,2024-08-01
10228,1797,325,6,129.64,0.26,Port Harcourt,Cash,2024-11-05
10229,1957,211,3,188.31,0.01,Kano,POS,2024-05-14
10230,1330,215,8,15.02,0.2,Kano,,2024-09-15
10231,1639,242,3,264.38,0.16,Abuja,Card,2023-07-25
10232,1505,316,9,255.0,0.05,,Transfer,2023-05-17
10233,1347,334,1,265.0,0.25,Lagos,Cash,2024-02-12
10234,1472,310,5,487.15,0.11,Port Harcourt,Cash,2023-10-06
10235,1230,250,3,456.17,0.09,Abuja,,2024-03-20
10236,1189,359,6,85.05,0.25,,,2024-11-07
10237,1224,274,2,187.6,0.19,,POS,2023-09-28
10238,1384,207,9,214.86,0.27,,Transfer,2024-03-16
10239,1376,399,6,183.46,0.19,Lagos,Cash,2023-08-16
10240,1282,244,7,400.26,0.22,Kano,Card,2023-05-07
10241,1957,258,5,264.4,0.25,Abuja,POS,2023-09-27
10242,1632,331,9,288.19,0.02,Lagos,Transfer,2024-05-01
10243,1627,303,1,427.24,0.23,Port Harcourt,,2024-07-01
10244,1972,394,5,403.93,0.18,Lagos,Transfer,2023-06-04
10245,1744,356,6,70.44,0.02,Port Harcourt,,2024-10-18
10246,1258,356,7,358.39,0.15,Port Harcourt,Transfer,2023-01-19
10247,1358,297,4,220.54,0.02,,Card,2024-02-29
10248,1709,355,1,150.85,0.22,Lagos,POS,2023-02-27
10249,1455,278,8,29.76,0.16,Kano,,2024-02-27
10250,1410,323,4,246.19,0.29,Port Harcourt,Card,2024-07-01
10251,1648,371,3,180.94,0.05,,Cash,2024-12-23
10252,1317,203,7,129.5,0.18,Kano,Card,2024-10-21
10253,1676,289,2,348.86,0.06,Lagos,Card,2023-04-12
10254,1224,303,8,385.9,0.18,Kano,Card,2023-03-17
10255,1818,336,6,126.17,0.22,Lagos,,2024-08-02
10256,1233,318,7,,0.22,Port Harcourt,Cash,2023-03-07
10257,1683,332,5,,0.24,Abuja,POS,2023-05-31
10258,1663,255,9,9.93,0.26,Abuja,Card,2024-03-12
10259,1974,295,5,468.87,0.02,Port Harcourt,,2023-03-09
10260,1826,377,5,315.67,0.1,Kano,,2023-08-23
10261,1373,274,3,,0.21,Lagos,POS,2024-12-15
10262,1671,342,1,127.01,0.15,Abuja,Transfer,2024-11-05
10263,1607,231,2,9.46,0.06,Lagos,Cash,2023-04-08
10264,1471,227,8,121.56,0.17,Port Harcourt,Cash,2023-01-09
10265,1232,221,1,73.18,0.12,Kano,Card,2024-05-18
10266,1691,216,7,308.02,0.12,Lagos,Transfer,2024-05-04
10267,1112,258,5,87.44,0.24,Kano,Cash,2024-03-02
10268,1829,289,3,266.67,0.12,Abuja,Card,2023-08-15
10269,1496,398,7,297.11,0.01,Lagos,Transfer,2024-08-09
10270,1441,305,9,152.53,0.02,,,2023-01-17
10271,1563,384,2,22.36,0.26,Abuja,Card,2024-07-16
10272,1267,225,8,23.44,0.29,Kano,Transfer,2023-08-16
10273,1509,224,9,18.04,0.21,Port Harcourt,POS,2024-12-06
10274,1806,337,3,370.87,0.11,,Cash,2023-08-26
10275,1385,244,2,162.41,0.28,Lagos,Card,2024-01-16
10276,1386,282,7,399.17,0.2,Abuja,,2024-01-22
10277,1112,210,5,218.71,0.25,Lagos,Card,2024-10-30
10278,1612,380,5,229.23,0.23,Lagos,Cash,2023-09-11
10279,1624,399,5,258.88,0.11,,Cash,2023-11-04
10280,1951,303,4,357.95,0.14,,Transfer,2023-11-10
10281,1080,267,5,140.38,0.06,,,2023-10-28
10282,1698,294,4,65.19,0.09,,Transfer,2023-04-28
10283,1112,355,6,280.25,0.23,Port Harcourt,,2023-02-19
10284,1001,264,4,,0.27,Kano,Card,2024-07-17
10285,1641,248,2,224.03,0.22,,Card,2023-06-30
10286,1219,374,9,325.24,0.14,Abuja,Transfer,2024-06-26
10287,1565,251,2,249.59,0.03,Lagos,POS,2023-11-23
10288,1854,301,9,312.04,0.02,,Cash,2024-05-17
10289,1996,381,6,274.38,0.11,Abuja,Transfer,2024-05-10
10290,1735,387,9,371.2,0.14,Port Harcourt,Transfer,2023-09-03
10291,1224,256,9,354.44,0.18,Abuja,Card,2024-08-24
10292,1384,246,3,269.42,0.0,Abuja,Cash,2024-06-26
10293,1402,358,1,341.06,0.3,Port Harcourt,Transfer,2023-04-12
10294,1637,373,1,437.41,0.11,Port Harcourt,Card,2023-08-18
10295,1129,225,3,218.97,0.25,Lagos,Card,2024-01-23
10296,1052,313,5,209.32,0.16,,Transfer,2024-08-31
10297,1683,204,3,383.3,0.04,Abuja,Transfer,2024-08-01
10298,1729,283,9,293.36,0.24,Kano,Card,2024-12-04
10299,1671,251,9,40.15,0.21,Kano,Transfer,2023-07-30
10300,1709,304,3,446.6,0.16,Lagos,Cash,2024-10-10
10301,1415,253,3,20.24,0.15,Kano,Card,2024-03-05
10302,1246,360,5,375.46,0.03,Lagos,Card,2023-12-05
10303,1835,377,2,380.6,0.2,,Transfer,2023-07-03
10304,1438,365,6,476.79,0.27,Lagos,Transfer,2023-02-25
10305,1202,354,7,31.8,0.03,Port Harcourt,Transfer,2023-10-09
10306,1183,214,9,300.44,0.08,Port Harcourt,Cash,2024-07-25
10307,1122,260,6,216.78,0.27,Port Harcourt,Card,2023-05-08
10308,1400,321,3,168.66,0.09,Port Harcourt,POS,2024-12-17
10309,1766,220,5,49.71,0.2,Port Harcourt,Cash,2024-12-26
10310,1293,245,4,283.51,0.16,Port Harcourt,Cash,2024-09-30
10311,1279,396,5,242.13,0.18,Port Harcourt,Card,2024-05-22
10312,1836,333,8,56.75,0.12,Port Harcourt,POS,2024-08-06
10313,1883,237,8,308.18,0.09,Port Harcourt,Card,2023-08-04
10314,1609,261,6,370.29,0.01,,Cash,2023-03-31
10315,1197,285,1,384.8,0.22,Port Harcourt,Transfer,2023-11-10
10316,1981,389,8,453.16,0.22,Lagos,Card,2023-08-21
10317,1906,277,8,207.69,0.2,,Card,2024-07-28
10318,1510,245,2,476.77,0.19,Kano,Transfer,2023-09-04
10319,1751,340,4,433.39,0.07,Abuja,POS,2024-03-17
10320,1143,202,2,151.77,0.01,,POS,2023-05-15
10321,1608,205,4,83.85,0.24,Port Harcourt,Card,2023-01-02
10322,1200,292,7,220.52,0.15,,Transfer,2023-06-10
10323,1123,207,9,203.94,0.09,Abuja,Card,2023-05-20
10324,1186,371,8,289.98,0.03,Abuja,Transfer,2023-10-31
10325,1325,307,9,293.78,0.02,Port Harcourt,Cash,2024-04-04
10326,1463,360,8,376.24,0.1,Port Harcourt,Transfer,2024-12-14
10327,1348,274,2,257.4,0.24,Lagos,Card,2023-05-05
10328,1770,276,7,56.89,0.28,Abuja,,2023-12-13
10329,1659,249,2,429.85,0.27,Port Harcourt,POS,2024-08-16
10330,1763,210,2,158.33,0.28,Abuja,Card,2023-11-20
10331,1954,294,4,485.79,0.27,Lagos,Transfer,2024-02-11
10332,1931,355,1,63.34,0.16,Kano,Transfer,2024-04-13
10333,1402,269,5,479.33,0.07,Abuja,POS,2023-06-13
10334,1345,368,6,50.05,0.24,Lagos,Card,2023-08-28
10335,1962,215,9,119.36,0.06,Lagos,,2023-08-01
10336,1510,267,8,28.06,0.08,Lagos,Cash,2023-05-29
10337,1146,298,2,354.03,0.07,,,2024-08-06
10338,1147,247,1,425.9,0.15,Port Harcourt,Cash,2023-04-13
10339,1863,383,2,219.87,0.1,Abuja,Cash,2023-07-02
10340,1710,263,7,464.62,0.05,,Card,2024-05-19
10341,1819,386,4,297.2,0.14,Abuja,Cash,2024-11-26
10342,1488,289,5,316.85,0.26,,Transfer,2024-06-08
10343,1928,389,7,423.48,0.17,Port Harcourt,Cash,2024-01-15
10344,1935,275,3,151.92,0.26,Lagos,Cash,2024-10-23
10345,1639,338,2,180.36,0.06,Abuja,POS,2023-01-24
10346,1550,300,7,453.45,0.05,Lagos,POS,2024-12-01
10347,1337,288,5,450.98,0.17,Port Harcourt,Card,2023-05-13
10348,1871,217,1,488.36,0.14,Abuja,Card,2023-02-19
10349,1640,218,1,451.41,0.2,Kano,Transfer,2024-11-25
10350,1778,254,9,68.05,0.24,Kano,POS,2023-01-26
10351,1987,301,5,412.74,0.23,Kano,,2024-10-11
10352,1952,317,1,207.87,0.28,Port Harcourt,Card,2023-01-11
10353,1472,353,7,495.45,0.12,Kano,Card,2023-04-12
10354,1945,333,9,238.78,0.06,Abuja,POS,2023-01-11
10355,1150,203,1,279.15,0.17,Kano,POS,2023-04-22
10356,1414,307,4,267.24,0.03,Abuja,Transfer,2024-08-28
10357,1989,314,3,164.26,0.09,Port Harcourt,POS,2023-06-16
10358,1297,228,5,42.14,0.06,Lagos,Cash,2024-12-21
10359,1610,258,7,448.35,0.12,,,2024-02-11
10360,1262,324,8,402.32,0.03,Kano,Cash,2023-02-14
10361,1763,297,2,74.07,0.01,,Cash,2024-12-17
10362,1143,216,7,389.5,0.2,Lagos,Cash,2023-12-25
10363,1345,306,1,314.79,0.18,Port Harcourt,Card,2024-07-07
10364,1623,242,7,207.53,0.21,Port Harcourt,Cash,2023-10-12
10365,1571,279,8,130.74,0.2,Lagos,Card,2024-02-04
10366,1880,393,2,430.57,0.03,,POS,2024-03-26
10367,1001,361,9,351.59,0.09,Kano,,2024-09-03
10368,1896,207,1,276.13,0.04,Abuja,,2024-03-19
10369,1303,340,6,306.74,0.25,Port Harcourt,Cash,2024-01-23
10370,1253,305,1,50.08,0.22,Lagos,,2023-12-22
10371,1651,207,3,239.59,0.06,,Card,2024-02-29
10372,1452,295,6,100.88,0.1,Kano,POS,2023-01-06
10373,1036,293,3,108.15,0.29,,Cash,2024-07-07
10374,1159,264,8,332.35,0.18,Kano,Transfer,2024-03-16
10375,1008,370,5,456.07,0.24,Abuja,,2023-12-22
10376,1232,238,2,204.86,0.08,Abuja,,2024-08-10
10377,1098,280,4,107.84,0.06,Lagos,Cash,2024-07-07
10378,1658,386,9,326.13,0.24,Lagos,,2023-09-25
10379,1815,283,4,436.24,0.21,Kano,,2023-08-05
10380,1207,287,8,375.42,0.2,Kano,Transfer,2023-03-05
10381,1130,285,5,435.03,0.17,Kano,Card,2024-03-17
10382,1403,292,1,270.59,0.17,Kano,Cash,2024-11-21
10383,1151,285,7,377.18,0.22,Abuja,Cash,2024-06-24
10384,1053,243,3,74.33,0.08,Lagos,Transfer,2023-10-02
10385,1119,336,8,177.4,0.11,Lagos,Transfer,2024-04-14
10386,1672,364,3,197.83,0.26,Port Harcourt,Card,2023-08-04
10387,1919,273,1,258.09,0.09,Lagos,POS,2024-07-19
10388,1627,235,5,464.89,0.16,Lagos,Cash,2024-08-14
10389,1586,300,2,437.78,0.21,,,2023-07-13
10390,1624,355,4,71.59,0.3,,Card,2024-12-12
10391,1967,369,1,90.53,0.13,Port Harcourt,Cash,2023-01-13
10392,1419,370,9,182.03,0.13,Kano,Card,2023-08-10
10393,1421,369,6,148.92,0.25,Port Harcourt,POS,2024-12-05
10394,1103,303,8,309.31,0.24,Port Harcourt,Cash,2024-01-31
10395,1851,265,4,451.87,0.22,Abuja,,2023-09-27
10396,1253,254,9,481.33,0.14,Lagos,Cash,2023-10-25
10397,1226,399,2,328.53,0.1,Abuja,Card,2024-09-02
10398,1111,375,9,419.89,0.18,Lagos,POS,2024-09-07
10399,1509,290,5,264.98,0.26,Port Harcourt,Card,2024-03-07
10400,1472,221,6,108.12,0.27,Lagos,Card,2024-02-12
10401,1098,300,3,264.72,0.03,Kano,Transfer,2023-03-06
10402,1152,354,4,279.77,0.13,Kano,Card,2024-10-18
10403,1860,320,6,372.52,0.14,Port Harcourt,POS,2023-02-07
10404,1913,292,7,113.84,0.29,,,2023-01-28
10405,1895,394,1,187.31,0.2,Kano,Transfer,2023-10-16
10406,1877,307,7,185.19,0.12,Port Harcourt,Card,2023-08-25
10407,1337,340,1,479.92,0.01,Abuja,Cash,2023-05-06
10408,1705,372,5,224.75,0.17,,Transfer,2024-01-19
10409,1821,209,6,378.77,0.03,Kano,POS,2023-11-22
10410,1162,208,2,376.65,0.25,Port Harcourt,Cash,2023-03-26
10411,1719,381,9,136.44,0.23,Port Harcourt,POS,2023-09-03
10412,1956,354,6,288.08,0.14,Abuja,Cash,2024-01-23
10413,1680,233,7,447.68,0.13,Abuja,,2023-09-23
10414,1995,328,8,240.22,0.27,,POS,2023-07-24
10415,1160,359,1,472.83,0.09,Kano,Cash,2023-08-16
10416,1579,288,8,111.16,0.07,Port Harcourt,POS,2023-08-28
10417,1800,292,4,41.71,0.28,,Transfer,2023-03-14
10418,1397,270,8,446.27,0.24,,POS,2024-11-01
10419,1276,266,6,424.6,0.25,Abuja,POS,2024-01-23
